Mouse,Slice,Soma_Area_microns2,Soma_MajorAxisLength_microns,Roundness,Object_Number,NumberBranchEnds,NumberNonTrunkBranches,NumberTrunks,TotalObjectSkeletonLength_microns,AverageBranchLength_microns,Virus
137-2-4,slice2,63.9009,11.35784533,0.63070343,25,23,20,7,154.5109872,5.722629156,TdT
137-2-4,slice2,59.6673,12.3432947,0.498636779,26,0,0,0,0,0,TdT
137-2-4,slice2,81.144,11.93181339,0.725694156,27,11,12,5,57.40974327,3.377043722,TdT
137-2-4,slice2,66.3264,10.05674949,0.834990012,28,10,6,4,57.09165227,5.709165227,TdT
137-2-4,slice2,64.7388,11.08783272,0.670473216,29,7,4,3,21.48843965,3.069777094,TdT
137-2-4,slice2,38.9403,12.44070239,0.320346224,30,19,22,6,114.3783802,4.084942152,TdT
137-2-4,slice2,96.0057,13.08068155,0.714408136,31,7,1,7,23.00939422,2.876174278,TdT
137-2-4,slice2,37.0881,8.569602226,0.643018364,32,9,8,4,62.38642499,5.198868749,TdT
137-2-4,slice2,97.8579,14.8044019,0.568491895,33,17,10,8,86.83853149,4.824362861,TdT
137-2-4,slice2,66.591,12.47529845,0.544783276,34,19,17,4,134.3546079,6.397838473,TdT
137-2-4,slice2,62.3574,13.34246643,0.445990779,35,17,14,5,112.2063198,5.905595777,TdT
137-2-4,slice2,87.1857,16.1216955,0.427104305,36,16,8,7,91.50074376,6.100049584,TdT
137-2-4,slice2,63.4158,10.15746346,0.782594978,37,6,3,5,27.85431864,3.48178983,TdT
137-2-4,slice2,62.7102,12.24495219,0.532517785,38,8,7,4,66.41245571,6.037495974,TdT
137-2-4,slice2,78.4098,11.39798727,0.768465067,39,18,15,3,115.430941,6.412830056,TdT
137-2-4,slice2,63.9009,10.13525769,0.792040707,40,3,0,3,18.48256091,6.160853637,TdT
137-2-4,slice2,51.0678,11.52955557,0.489138822,41,14,8,6,54.43371288,3.888122349,TdT
137-2-4,slice2,39.4254,8.218122901,0.743260346,42,7,2,5,24.86336397,3.551909139,TdT
137-2-4,slice2,62.5779,9.654230241,0.854861581,43,18,15,5,103.8274256,5.19137128,TdT
137-2-4,slice2,49.7448,11.01242315,0.522266327,44,11,9,6,62.61134937,4.174089958,TdT
137-2-4,slice2,78.1452,14.18023343,0.4948182,45,10,4,6,49.17497038,4.917497038,TdT
137-2-4,slice2,44.4528,8.246263401,0.832328632,46,3,0,3,5.489848555,1.829949518,TdT
137-2-4,slice2,60.4611,10.05545524,0.761347083,47,13,9,6,70.36024349,4.690682899,TdT
137-2-4,slice2,66.9438,13.44803855,0.471305588,48,16,11,5,67.40531915,4.212832447,TdT
137-2-4,slice2,48.951,9.390650619,0.706773604,49,3,1,2,11.81969707,3.939899024,TdT
137-2-4,slice2,32.2812,7.381419786,0.754362307,50,2,0,2,21.15542451,10.57771226,TdT
137-2-4,slice2,31.5315,10.67682149,0.352184945,51,8,3,6,31.56225806,3.506917562,TdT
137-2-4,slice2,43.0416,8.363882888,0.783398326,52,9,4,5,42.779243,4.753249222,TdT
137-2-4,slice2,69.3252,10.03690858,0.876196094,53,6,2,4,32.08416727,5.347361211,TdT
137-2-4,slice2,68.7519,11.54209002,0.65709159,54,15,15,2,106.3710923,6.257123077,TdT
137-2-4,slice2,64.6065,10.65355697,0.724764758,55,21,19,6,159.7908356,6.391633424,TdT
137-2-4,slice2,55.8306,12.72747153,0.438831855,56,5,3,4,14.89763657,2.128233796,TdT
137-2-4,slice2,70.3836,14.40469198,0.431890492,57,17,12,8,94.62089524,4.731044762,TdT
137-2-4,slice2,62.8425,9.852355767,0.824296396,58,17,12,5,90.52536464,5.325021449,TdT
137-2-4,slice2,59.8437,11.42754176,0.583475899,59,15,11,5,98.97375896,6.185859935,TdT
137-2-4,slice2,64.386,13.43025553,0.454499084,60,7,2,5,37.69703087,5.385290124,TdT
137-2-4,slice2,82.1142,16.42008212,0.38777315,61,16,10,6,81.1659708,5.072873175,TdT
137-2-4,slice2,54.5517,10.32716082,0.651263183,62,11,4,7,39.32607644,3.575097858,TdT
137-2-4,slice2,44.7174,8.924168958,0.714909544,63,5,3,2,24.09542462,4.819084925,TdT
137-2-4,slice2,77.9247,14.60061693,0.465417645,64,11,5,6,36.8210005,3.347363682,TdT
137-2-4,slice2,64.1655,11.97424949,0.569790359,65,17,11,6,96.06360735,5.650800432,TdT
137-2-4,slice2,52.6554,9.246249365,0.784190959,66,12,7,5,37.24100064,3.10341672,TdT
137-2-4,slice2,67.8258,12.18184558,0.581940877,67,6,2,4,44.06909167,7.344848612,TdT
137-2-4,slice2,62.3133,11.19762251,0.632760302,68,9,11,3,59.10466769,4.221761978,TdT
137-2-4,slice2,73.2501,12.39781192,0.606775803,69,18,16,8,121.940941,5.080872541,TdT
137-2-4,slice2,37.4409,8.077671377,0.73060735,70,4,3,3,15.57859111,2.596431852,TdT
137-2-4,slice2,37.485,9.822809988,0.494647875,71,7,4,5,26.76828819,2.974254243,TdT
137-2-4,slice2,79.38,13.72987112,0.536152446,72,14,14,4,76.95722837,4.275401576,TdT
137-2-4,slice2,35.5005,7.836619275,0.736015724,73,4,1,3,8.393818329,2.098454582,TdT
137-2-4,slice2,71.9271,15.03413091,0.405178147,74,17,14,5,96.76566788,5.092929888,TdT
137-2-4,slice2,35.9856,10.02733037,0.455688657,75,4,1,3,5.699848593,1.424962148,TdT
137-2-4,slice2,46.6137,8.709070729,0.782492278,76,9,5,4,27.37462153,3.041624614,TdT
137-2-4,slice2,53.5374,8.747427417,0.890854339,77,16,15,5,75.87994025,3.793997013,TdT
137-2-4,slice2,53.9784,10.01188484,0.685643613,78,18,14,6,103.4285318,5.171426588,TdT
137-2-4,slice2,43.4826,7.913441873,0.884086563,79,2,0,3,1.853969711,0.617989904,TdT
137-2-4,slice2,47.3634,9.264472087,0.702605646,80,12,12,4,83.07089524,5.191930953,TdT
137-2-4,slice2,47.4957,8.851946657,0.77176812,81,3,0,3,6.575878919,2.19195964,TdT
137-2-4,slice2,46.4814,9.227893245,0.694999026,82,7,5,2,35.32733377,5.046761967,TdT
137-2-4,slice2,38.6757,7.376983671,0.904879308,83,15,12,5,92.27124387,5.427720228,TdT
137-2-4,slice2,56.1393,11.52061451,0.538549741,84,1,0,1,3.896833348,3.896833348,TdT
137-2-4,slice2,47.0547,9.014259801,0.737314859,85,5,6,3,37.31306109,4.145895677,TdT
175-7-1,slice1,260.19,51.03101998,0.127213213,1,0,0,0,0,0,TdT
175-7-1,slice1,95.7852,18.06384792,0.373755844,2,8,4,6,36.98004612,3.698004612,TdT
175-7-1,slice1,106.8543,20.60689161,0.320388669,3,0,0,0,0,0,TdT
175-7-1,slice1,50.0976,11.83325213,0.455531909,4,6,3,9,17.51954562,1.459962135,TdT
175-7-1,slice1,39.4254,7.911466832,0.801996002,5,4,2,2,30.14321261,7.535803153,TdT
175-7-1,slice1,50.1417,8.392090038,0.906502285,6,10,6,4,41.54290962,4.154290962,TdT
175-7-1,slice1,48.6423,8.692876938,0.819590956,7,13,11,6,78.92803152,4.642825384,TdT
175-7-1,slice1,56.007,10.60453412,0.634116774,8,30,39,7,175.561942,3.816563956,TdT
175-7-1,slice1,62.7984,13.49590962,0.438989745,9,6,2,4,20.2495458,3.374924301,TdT
175-7-1,slice1,34.1775,7.778804625,0.719158608,10,5,3,2,20.78637903,4.157275805,TdT
175-7-1,slice1,116.1594,17.66486243,0.473962476,11,29,19,11,114.0330015,3.801100049,TdT
175-7-1,slice1,52.3467,10.50363913,0.60411531,12,24,15,9,107.0494863,4.460395262,TdT
175-7-1,slice1,55.3896,9.225544376,0.828617962,13,6,2,4,25.18145485,4.196909142,TdT
175-7-1,slice1,52.1262,10.39986379,0.613636073,14,9,4,5,42.75195523,4.750217248,TdT
175-7-1,slice1,95.7852,24.93739633,0.196112969,15,24,14,11,103.2844105,4.131376422,TdT
175-7-1,slice1,32.2812,8.793789157,0.531505413,16,5,3,2,32.10527343,6.421054686,TdT
175-7-1,slice1,89.3025,17.96817496,0.352180901,17,20,16,8,95.13044064,3.96376836,TdT
175-7-1,slice1,69.8544,11.9008029,0.627988022,18,14,7,7,63.52340984,4.537386417,TdT
175-7-1,slice1,86.436,12.85718199,0.665753099,19,33,29,8,186.6821388,5.045463211,TdT
175-7-1,slice1,72.324,15.22700776,0.397158094,20,16,9,7,76.78944065,4.79934004,TdT
175-7-1,slice1,73.2942,14.36404087,0.452299871,21,13,11,4,65.47310688,4.364873792,TdT
175-7-1,slice1,63.1071,13.43497247,0.445158612,22,13,19,2,97.73124372,4.653868749,TdT
175-7-1,slice1,33.6042,6.948274713,0.886236674,23,1,0,1,0.506984856,0.506984856,TdT
175-7-1,slice1,60.1965,14.29578261,0.37502955,24,4,2,4,16.07065179,2.678441965,TdT
175-7-1,slice1,35.8092,7.607712684,0.78776473,25,12,8,5,67.45883405,5.189141081,TdT
175-7-1,slice1,77.8365,12.24536722,0.660921365,26,21,14,7,96.20154688,4.581026042,TdT
175-7-1,slice1,63.6804,12.30443125,0.535541109,27,10,8,4,57.51165226,4.792637688,TdT
175-7-1,slice1,55.4337,9.862231852,0.725660643,28,8,4,4,24.44336407,3.055420509,TdT
175-7-1,slice1,50.8914,9.281032713,0.752249504,29,10,7,4,45.98893999,4.180812726,TdT
175-7-1,slice1,45.6435,9.591232467,0.631742687,30,11,6,7,47.92371291,3.686439454,TdT
175-7-1,slice1,70.8246,13.05909745,0.52877136,31,7,4,4,29.36034889,3.670043611,TdT
175-7-1,slice1,66.5028,10.63335244,0.748875517,32,6,3,3,31.47527318,5.245878863,TdT
175-7-1,slice1,47.8926,9.165110189,0.725944053,33,3,1,2,14.19557593,4.731858643,TdT
175-7-1,slice1,65.7531,12.46268613,0.539017712,34,12,10,4,58.68466741,4.191761958,TdT
175-7-1,slice1,63.7686,11.72276868,0.590821935,35,15,10,5,70.24340997,4.682893998,TdT
175-7-1,slice1,57.6387,12.88550317,0.441999249,36,9,5,4,40.7898944,4.532210489,TdT
175-7-1,slice1,54.3753,10.33694517,0.647928911,37,11,4,7,49.82863706,4.529876096,TdT
175-7-1,slice1,43.5708,9.546429246,0.608728642,38,18,12,6,78.82612254,4.37922903,TdT
175-7-1,slice1,55.9188,9.370178303,0.810909245,39,9,4,5,32.72909143,3.636565715,TdT
175-7-1,slice1,61.7841,14.52153078,0.373045705,40,12,9,5,41.52798548,2.966284677,TdT
175-7-1,slice1,50.7591,10.04399061,0.640636141,41,9,3,6,24.26939427,2.696599363,TdT
175-7-1,slice1,68.9283,12.76749139,0.538389447,42,17,18,5,82.9628043,3.607078448,TdT
175-7-1,slice1,33.9129,7.247840296,0.821973502,43,5,4,1,16.2235153,3.24470306,TdT
175-7-1,slice1,45.9081,10.02266533,0.581879396,44,0,0,0,0,0,TdT
175-7-1,slice1,55.4337,10.98164051,0.585260939,45,4,1,3,9.248742519,2.31218563,TdT
175-7-1,slice1,32.0166,7.722434693,0.683560314,46,6,3,5,25.65240943,3.206551179,TdT
175-7-1,slice1,60.858,9.481197104,0.861988445,47,5,1,4,22.61050027,4.522100054,TdT
175-7-1,slice1,67.5612,11.22919676,0.682197448,48,16,16,4,89.31375887,4.465687943,TdT
175-7-1,slice1,47.187,9.678360091,0.641399967,49,6,4,2,22.83542465,3.805904108,TdT
175-7-1,slice1,45.2466,10.36486287,0.536252028,50,7,3,4,37.73306122,5.390437317,TdT
175-7-1,slice1,32.5899,10.26820212,0.393553998,51,10,9,5,53.87577359,3.848269542,TdT
175-7-1,slice1,72.2358,13.93756217,0.473466188,52,2,0,2,3.425878807,1.712939403,TdT
175-7-1,slice1,53.5815,10.3157232,0.641099776,53,16,11,7,77.6469255,4.313718083,TdT
175-7-1,slice1,34.4862,8.991921585,0.543063281,54,10,11,1,42.77306123,3.564421769,TdT
175-7-1,slice1,62.8425,12.61102408,0.503109899,55,17,11,6,68.26642509,4.015672064,TdT
175-7-1,slice1,68.6196,16.76964741,0.310677955,56,14,5,9,80.63169772,5.75940698,TdT
175-7-1,slice1,32.1489,8.033346515,0.634283239,57,5,2,3,19.11256082,3.822512165,TdT
175-7-1,slice1,48.0249,11.26150671,0.482151573,58,4,1,3,9.9657274,2.49143185,TdT
175-7-1,slice1,59.3145,10.13370582,0.735418257,59,15,12,5,53.10165227,3.123626604,TdT
175-7-1,slice1,42.777,8.723536247,0.715707062,60,1,0,1,1.223969724,1.223969724,TdT
175-7-1,slice1,56.4921,9.865102602,0.739085403,61,13,5,8,48.15481886,3.704216835,TdT
175-7-1,slice1,43.3503,8.06355481,0.848885551,62,6,3,5,30.15813677,3.769767096,TdT
175-7-1,slice1,44.1882,10.32422139,0.527839409,63,9,3,6,29.36034883,3.262260981,TdT
175-7-1,slice1,36.162,7.48017924,0.822883874,64,4,2,2,28.07924288,7.019810719,TdT
175-7-1,slice1,58.212,16.51201877,0.27184559,65,8,5,4,49.69687953,5.521875504,TdT
175-7-1,slice1,55.566,10.607799,0.628736523,66,13,10,5,75.33692538,5.022461692,TdT
175-7-1,slice1,62.9748,9.406401804,0.906212114,67,13,9,6,61.01577365,4.067718243,TdT
175-7-1,slice1,59.5791,12.06453907,0.521173817,68,13,6,7,45.38878861,3.491445277,TdT
175-7-1,slice1,44.1882,10.09152952,0.552462036,69,9,2,7,22.09733363,2.455259292,TdT
175-7-1,slice1,56.3598,10.74922437,0.621048198,70,14,8,6,47.21290969,3.372350692,TdT
175-7-1,slice1,68.1786,12.18161553,0.584989972,71,4,3,4,27.4193945,3.917056357,TdT
175-7-1,slice1,65.0475,12.24137899,0.552688007,72,14,6,8,52.59466755,3.756761968,TdT
175-7-1,slice1,57.33,10.86063605,0.618844506,73,16,12,6,127.4009409,7.077830052,TdT
175-7-1,slice1,49.2597,10.55722773,0.562732634,74,9,4,7,28.15130345,2.559209405,TdT
175-7-1,slice1,53.0082,9.76367957,0.707988396,75,5,2,3,19.21446991,3.842893981,TdT
175-7-1,slice1,36.6471,10.26816659,0.442551605,76,15,11,8,78.12406181,4.111792727,TdT
175-7-1,slice1,64.1655,13.52094557,0.446886847,77,3,1,2,10.71874262,3.572914206,TdT
175-7-1,slice1,57.2859,12.46291563,0.469589686,78,4,3,3,21.17653061,3.529421768,TdT
175-7-1,slice1,37.6173,7.745218225,0.798418188,79,6,3,3,29.61512171,4.935853618,TdT
175-7-1,slice1,41.5863,8.714127215,0.697288671,80,9,6,3,33.83622766,3.759580851,TdT
175-7-1,slice1,33.4719,10.38876813,0.39487749,81,4,2,2,13.34065173,3.335162932,TdT
175-7-1,slice1,33.2955,6.691573048,0.946758501,82,5,1,4,15.15859102,3.031718205,TdT
175-7-1,slice1,44.1,7.901325519,0.899391543,83,9,6,5,30.02019747,2.729108861,TdT
175-7-1,slice1,41.8068,9.635300642,0.57335883,84,9,3,6,27.74622759,3.082914177,TdT
175-7-1,slice1,48.2454,10.46205293,0.561218792,85,3,0,3,4.526833386,1.508944462,TdT
175-7-1,slice1,33.2955,8.161194523,0.636485041,86,4,1,3,13.58668195,3.396670488,TdT
175-7-1,slice1,32.9868,8.280456218,0.612550326,87,9,5,4,40.65195498,4.516883887,TdT
175-7-1,slice1,57.1536,9.82786174,0.753417378,88,2,0,2,1.100954542,0.550477271,TdT
175-7-1,slice1,54.9045,13.05229277,0.410340559,89,10,5,5,40.61592479,4.061592479,TdT
175-7-1,slice1,59.8437,13.72994415,0.404195072,90,9,6,3,63.68245568,7.075828409,TdT
175-7-1,slice1,35.8533,8.406589333,0.645951021,91,8,3,7,26.03637908,2.603637908,TdT
175-7-1,slice1,56.3157,13.43319384,0.397357159,92,13,12,5,54.2535615,3.191385971,TdT
175-7-1,slice1,38.8521,10.79767414,0.424291355,93,7,4,3,40.24687921,5.749554173,TdT
175-7-1,slice1,49.4361,8.812564438,0.810493823,94,12,9,3,55.795622,4.649635167,TdT
175-7-1,slice1,60.7698,11.85263953,0.550766824,95,19,14,5,92.40662248,4.863506446,TdT
175-7-1,slice1,42.1596,9.843958996,0.553945461,96,12,7,5,75.79913741,6.316594784,TdT
175-7-1,slice2,52.5672,10.80595476,0.57319009,1,0,0,0,0,0,TdT
175-7-1,slice2,96.7554,23.12080971,0.230451348,2,6,3,9,20.62733358,1.718944465,TdT
175-7-1,slice2,232.848,29.71901023,0.335671097,3,15,4,13,45.06195513,2.650703243,TdT
175-7-1,slice2,34.9713,7.208710256,0.856853856,4,2,2,1,6.293818279,2.097939426,TdT
175-7-1,slice2,78.2775,17.48263973,0.326086673,5,12,7,8,42.45497026,2.830331351,TdT
175-7-1,slice2,99.8865,13.52352822,0.695403531,6,16,19,3,100.7705923,4.580481468,TdT
175-7-1,slice2,123.039,19.15231546,0.427081086,7,15,17,8,93.60948614,3.744379446,TdT
175-7-1,slice2,100.9449,16.38723795,0.478611336,8,15,9,6,63.39165246,4.226110164,TdT
175-7-1,slice2,126.4788,21.26874886,0.355995058,9,11,4,11,38.37798532,2.558532355,TdT
175-7-1,slice2,106.4133,18.54630339,0.393904834,10,10,6,6,25.8413033,2.153441942,TdT
175-7-1,slice2,152.586,26.76767803,0.271146128,11,21,15,14,86.59612221,2.98607318,TdT
175-7-1,slice2,88.3323,18.52207889,0.327831136,12,10,2,8,21.37160638,2.137160638,TdT
175-7-1,slice2,88.8174,14.95944142,0.50533272,13,28,34,6,191.8425933,4.796064833,TdT
175-7-1,slice2,217.7658,28.53357925,0.340555021,14,14,8,10,54.32562187,3.018090104,TdT
175-7-1,slice2,33.7365,9.337351515,0.492677497,15,8,5,4,37.99401567,4.221557297,TdT
175-7-1,slice2,68.9724,11.61176742,0.65131158,16,10,6,6,40.15989455,3.34665788,TdT
175-7-1,slice2,92.2131,15.80554123,0.469984999,17,14,12,8,62.85737983,3.142868991,TdT
175-7-1,slice2,61.74,10.66418151,0.691228581,18,4,2,2,10.55969709,2.639924271,TdT
175-7-1,slice2,64.6065,11.34286639,0.639352989,19,8,4,4,28.80240954,3.600301193,TdT
175-7-1,slice2,54.0225,12.39401613,0.447775867,20,0,0,0,0,0,TdT
175-7-1,slice2,90.7578,14.9831007,0.514743275,21,8,3,5,40.15989454,5.019986818,TdT
175-7-1,slice2,78.4098,13.18944457,0.573888406,22,14,8,8,52.73878856,3.296174285,TdT
175-7-1,slice2,39.5136,9.024016888,0.617812824,23,6,2,4,24.89939435,4.149899058,TdT
175-7-1,slice2,54.1107,8.95156972,0.859794918,24,20,13,7,106.5661682,5.32830841,TdT
175-7-1,slice2,44.1882,8.681386442,0.746514508,25,16,18,4,124.2421986,5.647372662,TdT
175-7-1,slice2,38.4111,8.648948637,0.653792941,26,5,2,5,23.91527308,3.416467583,TdT
175-7-1,slice2,49.8771,10.61606162,0.563487714,27,3,0,3,21.77924271,7.259747571,TdT
175-7-1,slice2,61.4313,11.08491484,0.636553781,28,8,2,6,31.10622783,3.888278479,TdT
175-7-1,slice2,52.5231,11.41093537,0.513591678,29,7,4,3,39.70386429,5.671980613,TdT
175-7-1,slice2,89.1702,14.32326486,0.553408485,30,8,4,5,29.70828808,3.300920898,TdT
175-7-1,slice2,89.7435,19.7705938,0.292330208,31,23,16,9,116.6549105,4.666196421,TdT
175-7-1,slice2,51.8175,8.254088582,0.968385603,32,7,7,3,39.31733371,3.931733371,TdT
175-7-1,slice2,87.9795,19.02235142,0.309573094,33,19,18,9,101.2502891,3.750010707,TdT
175-7-1,slice2,49.5684,10.40356465,0.583110254,34,1,0,1,2.02793946,2.02793946,TdT
175-7-1,slice2,31.5315,6.832214607,0.860065943,35,4,2,2,40.31275803,10.07818951,TdT
175-7-1,slice2,37.0881,7.933307555,0.75030203,36,10,6,4,56.9326069,5.69326069,TdT
175-7-1,slice2,53.5815,9.087296518,0.826143685,37,25,28,9,144.284305,3.899575811,TdT
175-7-1,slice2,35.8533,8.063523525,0.702084749,38,14,10,4,64.21310689,4.586650492,TdT
175-7-1,slice2,45.8199,10.85635036,0.494990148,39,27,23,4,123.432047,4.571557297,TdT
175-7-1,slice2,84.0546,13.70432336,0.569844564,40,21,17,10,98.07044059,3.63223854,TdT
175-7-1,slice2,31.2669,8.932288811,0.498964249,41,9,8,5,65.63833451,5.049102655,TdT
175-7-1,slice2,59.4468,12.38936682,0.493106103,42,11,5,6,55.21039474,5.019126794,TdT
175-7-1,slice2,62.8866,11.85674314,0.569557284,43,4,1,3,22.53843968,5.63460992,TdT
175-7-1,slice2,42.5124,11.92959205,0.380342237,44,0,0,0,0,0,TdT
175-7-1,slice2,37.3086,9.149636336,0.56742884,45,4,4,6,18.79446997,1.879446997,TdT
175-7-1,slice2,49.9212,9.852310692,0.654815479,46,8,2,6,21.26351546,2.657939433,TdT
175-7-1,slice2,33.075,10.05429852,0.416587678,47,12,9,8,56.82451595,3.342618586,TdT
175-7-1,slice2,63.504,11.02464054,0.66524608,48,8,4,4,35.79210666,4.474013333,TdT
175-7-1,slice2,54.0666,10.31124273,0.647466283,49,4,3,3,14.58572749,2.430954581,TdT
175-7-1,slice2,85.3776,14.41025539,0.523492791,50,13,8,5,46.13562175,3.548893981,TdT
175-7-1,slice2,59.6673,12.38704939,0.495120338,51,6,1,5,18.5124093,3.085401551,TdT
175-7-1,slice2,46.8342,10.49806449,0.541071616,52,13,9,4,53.34768234,4.103667873,TdT
175-7-1,slice2,64.1214,14.08404003,0.411584123,53,5,2,3,14.77462146,2.954924293,TdT
175-7-1,slice2,63.5922,9.409482433,0.914497446,54,5,3,4,22.39431845,3.19918835,TdT
175-7-1,slice2,56.007,9.930907693,0.723060336,55,5,5,2,33.00240968,4.714629954,TdT
175-7-1,slice2,50.4945,8.670048564,0.85528555,56,10,6,5,53.20974333,4.837249394,TdT
175-7-1,slice2,61.6077,10.92180918,0.657591128,57,5,3,2,23.46542454,4.693084907,TdT
175-7-1,slice2,40.4838,9.299540334,0.596030418,58,6,1,5,26.55828817,4.426381362,TdT
175-7-1,slice2,62.4456,11.68386007,0.582424006,59,14,10,4,62.33547051,4.452533608,TdT
175-7-1,slice2,76.7781,15.14506578,0.426191861,60,19,15,5,97.21295586,4.860647793,TdT
175-7-1,slice2,63.1071,9.423967877,0.904733659,61,5,2,4,22.79321229,3.798868715,TdT
175-7-1,slice2,66.4587,10.08523964,0.831935231,62,5,1,4,9.248742582,1.849748516,TdT
175-7-1,slice2,39.3372,9.970856373,0.503788955,63,5,2,4,21.42256089,3.570426814,TdT
175-7-1,slice2,38.0583,8.372029654,0.691350033,64,3,0,3,7.691757601,2.5639192,TdT
175-7-1,slice2,50.715,11.01867127,0.531848692,65,12,9,5,49.83481896,3.559629925,TdT
175-7-1,slice2,61.5636,10.08446984,0.770775645,66,6,1,5,28.15748516,4.692914194,TdT
175-7-1,slice2,78.7185,12.6764712,0.623720732,67,7,3,6,31.33115185,3.481239094,TdT
175-7-1,slice2,47.3193,10.2032112,0.578728243,68,18,16,4,115.18235,5.759117499,TdT
175-7-1,slice2,50.1417,9.40450703,0.721833614,69,11,7,4,49.11783403,4.465257639,TdT
175-7-1,slice2,35.1918,7.604040142,0.774930577,70,8,4,4,38.11084896,4.76385612,TdT
175-7-1,slice2,40.6161,9.50232158,0.572728626,71,5,5,4,21.73446992,2.414941102,TdT
175-7-1,slice2,37.3086,7.812876351,0.778210648,72,5,1,4,23.31256104,4.662512207,TdT
175-7-1,slice2,38.7198,7.420405667,0.895339876,73,7,3,5,48.49657629,6.062072037,TdT
175-7-1,slice2,55.4778,10.61879463,0.626439171,74,10,4,6,35.05401567,3.505401567,TdT
175-7-1,slice2,63.9891,12.71310869,0.504095244,75,8,3,5,21.32939426,2.666174282,TdT
175-7-1,slice2,50.0094,10.90890118,0.535056627,76,5,1,6,24.46447009,3.494924299,TdT
175-7-1,slice2,51.4206,9.605659284,0.709566172,77,8,6,2,62.81516777,7.851895971,TdT
175-7-1,slice2,35.1918,7.759810421,0.744130965,78,1,0,1,4.091909146,4.091909146,TdT
175-7-1,slice2,45.7758,10.14484533,0.566311265,79,2,0,2,2.447939397,1.223969699,TdT
175-7-1,slice2,42.2478,9.326499501,0.618410528,80,6,4,2,24.58748515,4.097914192,TdT
175-7-1,slice2,48.7305,9.594469266,0.674014243,81,4,1,3,11.71778798,2.929446994,TdT
175-7-1,slice2,35.6769,7.987595763,0.71197554,82,5,1,4,11.8557273,2.37114546,TdT
175-7-1,slice2,56.4921,9.832853894,0.743941294,83,3,1,2,9.233818291,3.07793943,TdT
175-7-1,slice2,59.1381,12.58328131,0.47554287,84,2,0,2,12.34160626,6.170803128,TdT
175-7-2,slice1,75.2787,12.93913887,0.572494714,1,8,7,5,48.13989467,4.011657889,TdT
175-7-2,slice1,73.5588,11.86973752,0.664756394,2,7,4,3,27.52130338,3.931614769,TdT
175-7-2,slice1,110.691,20.91481739,0.322191646,3,0,0,0,0,0,TdT
175-7-2,slice1,137.5038,27.94805451,0.224141181,4,12,3,9,36.58115197,3.048429331,TdT
175-7-2,slice1,40.6602,10.80962048,0.443056116,5,10,6,4,39.15210653,3.915210653,TdT
175-7-2,slice1,49.5243,8.782538758,0.817501041,6,9,5,5,49.36386432,4.936386432,TdT
175-7-2,slice1,118.5408,21.15829879,0.337144812,7,2,0,4,4.649848518,1.162462129,TdT
175-7-2,slice1,56.448,9.837420486,0.742670559,8,6,3,5,23.41447007,2.926808759,TdT
175-7-2,slice1,136.5336,31.1458729,0.179204391,9,0,0,0,0,0,TdT
175-7-2,slice1,36.6471,7.71856082,0.78320792,10,4,2,2,10.68271229,2.670678073,TdT
175-7-2,slice1,141.6933,27.94599272,0.231004452,11,8,3,9,51.84783396,4.32065283,TdT
175-7-2,slice1,70.0308,11.90922128,0.6286841,12,4,1,4,10.92874263,2.185748526,TdT
175-7-2,slice1,66.7674,12.38141853,0.554541145,13,10,5,5,35.37210655,3.537210655,TdT
175-7-2,slice1,104.4288,18.44206889,0.390940916,14,0,0,0,0,0,TdT
175-7-2,slice1,81.4968,16.9280446,0.362107138,15,9,3,7,32.64210649,3.264210649,TdT
175-7-2,slice1,52.7436,9.913125384,0.683374374,16,6,1,5,18.23653058,3.039421764,TdT
175-7-2,slice1,93.1392,21.32514442,0.26077062,17,3,0,3,12.83366678,4.277888928,TdT
175-7-2,slice1,59.3586,14.83075564,0.343611119,18,7,2,5,18.95351544,2.707645063,TdT
175-7-2,slice1,55.2573,13.14405189,0.407231393,19,16,14,8,102.0094861,4.636794824,TdT
175-7-2,slice1,60.5052,11.15658114,0.618928617,20,23,20,5,123.6631531,4.946526126,TdT
175-7-2,slice1,66.8115,13.24648686,0.48479699,21,5,2,3,19.21446991,3.842893981,TdT
175-7-2,slice1,59.535,10.58920993,0.676013487,22,4,2,2,9.9657274,2.49143185,TdT
175-7-2,slice1,78.6303,16.86476553,0.351997384,23,8,5,3,33.95924299,4.244905374,TdT
175-7-2,slice1,57.1536,8.946892063,0.909095093,24,6,2,4,28.86828826,4.811381377,TdT
175-7-2,slice1,66.2823,13.98440366,0.431538737,25,10,8,8,59.37180398,3.710737748,TdT
175-7-2,slice1,54.7281,13.43926835,0.385806232,26,5,2,3,18.32351548,3.664703095,TdT
175-7-2,slice1,58.3884,8.798565335,0.960313351,27,5,2,3,23.20446997,4.640893994,TdT
175-7-2,slice1,39.9987,8.37552183,0.725992686,28,1,0,1,0.506984856,0.506984856,TdT
175-7-2,slice1,83.2608,12.37982787,0.691705908,29,2,1,1,23.15351558,11.57675779,TdT
175-7-2,slice1,61.0785,10.98683262,0.644248572,30,16,10,8,91.81265273,5.10070293,TdT
175-7-2,slice1,58.5207,9.216259517,0.877223465,31,1,0,1,5.243818266,5.243818266,TdT
175-7-2,slice1,54.243,9.781069051,0.721906862,32,9,6,3,43.55592492,4.839547213,TdT
175-7-2,slice1,35.9415,10.189388,0.440768061,33,0,0,0,0,0,TdT
